filename,label,prob_fake
00000000.jpg,real_net,0.1000
00000001.jpg,real_net,0.1000
00000002.jpg,real_net,0.1000
00000003.jpg,real_net,0.1000
00000004.jpg,real_net,0.1000
00000005.jpg,real_net,0.1000
00000006.jpg,real_net,0.1000
00000007.jpg,real_net,0.1000
00000008.jpg,real_net,0.1000
00000009.jpg,real_net,0.1000
00000010.jpg,real_net,0.1000
00000011.jpg,real_net,0.1000
00000012.jpg,real_net,0.1000
00000013.jpg,real_net,0.1000
00000014.jpg,real_net,0.1000
00000015.jpg,real_net,0.1000
00000016.jpg,real_net,0.1000
00000017.jpg,real_net,0.1000
00000018.jpg,real_net,0.1000
00000019.jpg,real_net,0.1000
00000020.jpg,real_net,0.1000
00000021.jpg,real_net,0.1000
00000022.jpg,real_net,0.1000
00000023.jpg,real_net,0.1000
00000024.jpg,real_net,0.1000
00000025.jpg,real_net,0.1000
00000026.jpg,real_net,0.1000
00000027.jpg,real_net,0.1000
00000028.jpg,real_net,0.1000
00000029.jpg,real_net,0.1000
00000030.jpg,real_net,0.1000
00000031.jpg,real_net,0.1000
00000032.jpg,real_net,0.1000
00011.jpg,real_net,0.1000
00042.jpg,real_net,0.1000
00073.jpg,real_net,0.1000
00092.jpg,real_net,0.1000
00202.jpg,real_net,0.1000
00328.jpg,real_net,0.1000
00371.jpg,real_net,0.1000
00407.jpg,real_net,0.1000
00488.jpg,real_net,0.1000
00500.jpg,real_net,0.1000
00584.jpg,real_net,0.1000
00655.jpg,real_net,0.1000
00700.jpg,real_net,0.1000
00738.jpg,real_net,0.1000
00766.jpg,real_net,0.1000
00810.jpg,real_net,0.1000
00811.jpg,real_net,0.1000
00828.jpg,real_net,0.1000
00TN6MYLOE.jpg,fake,0.1000
01HUIAWIOM.jpg,fake,0.1000
02P5FJ8I1D.jpg,fake,0.1000
06930e29-48c1-41f6-a66a-c730f24415b7.JPG,real_phone,0.1000
0AIFZB4IE6.jpg,fake,0.1000
0B925CPFSK.jpg,fake,0.1000
0BS5GRC7YP.jpg,fake,0.1000
0BZOEP0EQ4.jpg,fake,0.1000
0DXBAMP4TE.jpg,fake,0.1000
0E6C4CP8X0.jpg,fake,0.1000
0HSKZ89627.jpg,fake,0.1000
0JPZKGZDQK.jpg,fake,0.1000
0KT98O0HOS.jpg,fake,0.1000
0KYFZGOY26.jpg,fake,0.1000
0LM79N6W8B.jpg,fake,0.1000
0M182T83K2.jpg,fake,0.1000
0M2QNY7J6Q.jpg,fake,0.1000
0MX72QMVFT.jpg,fake,0.1000
0NZVBZ17MN.jpg,fake,0.1000
0PH3QLS8XO.jpg,fake,0.1000
0Q0S6UMK25.jpg,fake,0.1000
0Q78XPW89C.jpg,fake,0.1000
0QPXAZEY3U.jpg,fake,0.1000
0QQ9I88W13.jpg,fake,0.1000
0R7QY7MIHF.jpg,fake,0.1000
0S626C68TC.jpg,fake,0.1000
0TJX811FP4.jpg,fake,0.1000
0TKVZVUQRH.jpg,fake,0.1000
0UHN1BZZ9B.jpg,fake,0.1000
0VQ7FFO5H6.jpg,fake,0.1000
0WJ7J3TE3R.jpg,fake,0.1000
0WO53Z9WD6.jpg,fake,0.1000
0X1XXD9KT8.jpg,fake,0.1000
0X8NHE29YW.jpg,fake,0.1000
0XZKPRKBFW.jpg,fake,0.1000
0YJG9QBYQZ.jpg,fake,0.1000
0ZBVK6CPXQ.jpg,fake,0.1000
0ZDLJ4V0MO.jpg,fake,0.1000
0ZE2Z2SWFG.jpg,fake,0.1000
1AAUUDKQCZ.jpg,fake,0.1000
1AS5B6OS9I.jpg,fake,0.1000
1AUWG7MBSU.jpg,fake,0.1000
1D34V9HIOQ.jpg,fake,0.1000
1DS7DCO11X.jpg,fake,0.1000
1DSWRV3Y1T.jpg,fake,0.1000
1EBLEY1SNO.jpg,fake,0.1000
1ED43P45ZN.jpg,fake,0.1000
1ERG2MMKJL.jpg,fake,0.1000
1IB5RNN6VN.jpg,fake,0.1000
1IKDD8WRGZ.jpg,fake,0.1000
