filename,label,prob_fake
00011.jpg,real_net,1.0000
00042.jpg,real_net,1.0000
00073.jpg,real_net,1.0000
00092.jpg,real_net,1.0000
00202.jpg,real_net,1.0000
00328.jpg,real_net,1.0000
00371.jpg,real_net,1.0000
00407.jpg,real_net,1.0000
00488.jpg,real_net,1.0000
00500.jpg,real_net,1.0000
00584.jpg,real_net,1.0000
00655.jpg,real_net,0.8451
00700.jpg,real_net,1.0000
00738.jpg,real_net,1.0000
00766.jpg,real_net,1.0000
00810.jpg,real_net,1.0000
00811.jpg,real_net,1.0000
00828.jpg,real_net,1.0000
00TN6MYLOE.jpg,fake,1.0000
01HUIAWIOM.jpg,fake,1.0000
02P5FJ8I1D.jpg,fake,1.0000
0AIFZB4IE6.jpg,fake,1.0000
0B925CPFSK.jpg,fake,1.0000
0BS5GRC7YP.jpg,fake,1.0000
0BZOEP0EQ4.jpg,fake,1.0000
0DXBAMP4TE.jpg,fake,1.0000
0E6C4CP8X0.jpg,fake,1.0000
0HSKZ89627.jpg,fake,1.0000
0JPZKGZDQK.jpg,fake,1.0000
0KT98O0HOS.jpg,fake,0.6708
0KYFZGOY26.jpg,fake,1.0000
0LM79N6W8B.jpg,fake,1.0000
0M182T83K2.jpg,fake,1.0000
0M2QNY7J6Q.jpg,fake,1.0000
0MX72QMVFT.jpg,fake,1.0000
0NZVBZ17MN.jpg,fake,0.6995
0PH3QLS8XO.jpg,fake,1.0000
0Q0S6UMK25.jpg,fake,1.0000
0Q78XPW89C.jpg,fake,1.0000
0QPXAZEY3U.jpg,fake,1.0000
0QQ9I88W13.jpg,fake,1.0000
0R7QY7MIHF.jpg,fake,1.0000
0S626C68TC.jpg,fake,1.0000
0TJX811FP4.jpg,fake,1.0000
0TKVZVUQRH.jpg,fake,1.0000
0UHN1BZZ9B.jpg,fake,1.0000
0VQ7FFO5H6.jpg,fake,1.0000
0WJ7J3TE3R.jpg,fake,1.0000
0WO53Z9WD6.jpg,fake,1.0000
0X1XXD9KT8.jpg,fake,1.0000
0X8NHE29YW.jpg,fake,1.0000
0XZKPRKBFW.jpg,fake,1.0000
0YJG9QBYQZ.jpg,fake,1.0000
0ZBVK6CPXQ.jpg,fake,1.0000
0ZDLJ4V0MO.jpg,fake,1.0000
0ZE2Z2SWFG.jpg,fake,1.0000
1AAUUDKQCZ.jpg,fake,1.0000
1AS5B6OS9I.jpg,fake,1.0000
1AUWG7MBSU.jpg,fake,1.0000
1D34V9HIOQ.jpg,fake,1.0000
1DS7DCO11X.jpg,fake,1.0000
1DSWRV3Y1T.jpg,fake,1.0000
1EBLEY1SNO.jpg,fake,1.0000
1ED43P45ZN.jpg,fake,1.0000
1ERG2MMKJL.jpg,fake,1.0000
1IB5RNN6VN.jpg,fake,0.8406
1IKDD8WRGZ.jpg,fake,1.0000
1JFEON2M1O.jpg,fake,1.0000
1JX8KWGZAP.jpg,fake,1.0000
1K97Y0YQ64.jpg,fake,1.0000
1NB96O4O6C.jpg,fake,1.0000
1NPH9Z2ETN.jpg,fake,1.0000
1PACL3R1PT.jpg,fake,0.8940
1RTR12VZAW.jpg,fake,1.0000
1TD4QDEGF0.jpg,fake,1.0000
1UD1AIGDPE.jpg,fake,1.0000
1USM9N17CA.jpg,fake,1.0000
1VPXL6HURE.jpg,fake,1.0000
1VRSCM1PIL.jpg,fake,1.0000
1W81B4KT9Y.jpg,fake,1.0000
1WOL23E95G.jpg,fake,1.0000
1XC0MTLX3I.jpg,fake,0.9227
1XCPUUXRI2.jpg,fake,1.0000
1XN1DHIXWJ.jpg,fake,1.0000
1XVS78YYM8.jpg,fake,1.0000
1Y0XLSKB50.jpg,fake,1.0000
1Y8FL1BC4U.jpg,fake,0.7217
1ZSU92OAB2.jpg,fake,0.7526
2BA62TT0TO.jpg,fake,1.0000
2CFM7X9TDE.jpg,fake,1.0000
2CQE1956CG.jpg,fake,1.0000
2D3KAX2H0K.jpg,fake,1.0000
2D3TH1I9JX.jpg,fake,0.9944
2DG8I6HS6R.jpg,fake,1.0000
2GMNDUA2N6.jpg,fake,1.0000
2GZK9EFXFN.jpg,fake,1.0000
2HXHHQA7ML.jpg,fake,1.0000
2I44AE50IR.jpg,fake,1.0000
2JECXS3T39.jpg,fake,1.0000
2KTBX8E409.jpg,fake,1.0000
2M8KM2C0VZ.jpg,fake,1.0000
2O6C0UY6BB.jpg,fake,0.8792
2OQ8DA9MU3.jpg,fake,1.0000
2OZ0XFJHK1.jpg,fake,1.0000
2QTKQJQ8W3.jpg,fake,1.0000
2R7FXFG3LT.jpg,fake,1.0000
2R7ODDKKYH.jpg,fake,0.9238
2RGATBNW2E.jpg,fake,1.0000
2RQ5167O09.jpg,fake,1.0000
2S3FBN0G54.jpg,fake,1.0000
2SNBN15T9O.jpg,fake,1.0000
2T13E2DYNX.jpg,fake,1.0000
2TQUI1C1IF.jpg,fake,0.9943
2WGL52JQFW.jpg,fake,1.0000
IMG_8251.JPG,real_phone,0.7598
IMG_8252.JPG,real_phone,0.4143
RVPP0397.JPG,real_phone,1.0000
photo_2025-05-26_15-00-21.jpg,real_phone,0.4898
photo_2025-05-26_15-00-26.jpg,real_phone,0.5514
photo_2025-05-26_15-00-31.jpg,real_phone,1.0000
photo_2025-05-26_15-00-35.jpg,real_phone,0.2391
photo_2025-05-26_15-00-39.jpg,real_phone,0.4406
photo_2025-05-26_15-00-42.jpg,real_phone,0.3071
photo_2025-05-26_15-00-45.jpg,real_phone,0.8609
photo_2025-05-26_15-00-49.jpg,real_phone,0.9178
photo_2025-05-26_15-00-53.jpg,real_phone,1.0000
photo_2025-05-26_15-00-56.jpg,real_phone,0.9134
photo_2025-05-26_15-00-59.jpg,real_phone,1.0000
photo_2025-05-26_15-01-02.jpg,real_phone,0.9552
photo_2025-05-26_15-01-05.jpg,real_phone,0.9255
photo_2025-05-26_15-01-08.jpg,real_phone,1.0000
